tracking_id	DMSO_CT00_0	DMSO_CT24_0	DMSO_CT04_0	DMSO_CT28_0	DMSO_CT08_0	DMSO_CT32_0	DMSO_CT12_0	DMSO_CT36_0	DMSO_CT16_0	DMSO_CT40_0	DMSO_CT20_0	DMSO_CT44_0
XLOC_004679	0	0	0	0.759659	0	0	1.67973	0	0	0	0	0
XLOC_004680	14.4318	14.5817	16.1084	16.4294	19.7149	18.0984	17.1638	19.3779	17.0881	18.6293	18.2314	20.73
XLOC_004681	10.0804	11.7473	10.1802	11.2225	11.6755	10.6152	10.7539	10.4747	9.98892	11.0525	10.8994	11.0297
XLOC_004682	3.87945	3.80975	1.50623	5.72946	3.37362	3.20049	4.45119	4.51589	3.65475	3.88254	2.38195	3.19608
XLOC_004683	10.3637	8.28067	8.81444	10.3699	9.31352	8.96968	9.91197	9.14989	10.0892	10.215	9.15782	10.3438
XLOC_004684	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_004685	3.07208	3.49684	4.23973	4.35871	4.01075	4.65124	3.5618	4.88895	3.94655	4.22359	4.31864	3.18709
XLOC_004686	27.5332	26.3261	28.6272	25.0391	27.9109	25.1128	28.7049	25.6223	30.6982	24.969	27.7401	26.6793
XLOC_004687	48.8531	43.2648	40.9036	39.3271	34.63	40.7073	33.7513	41.8385	34.3755	37.874	40.8102	36.8383
XLOC_004688	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_004689	0	59.2981	0	43.3839	0	0	0	0	0	0	49.4328	0
XLOC_004690	2.52339	2.12762	2.39232	2.31936	1.78286	2.35933	2.134	2.32216	2.37723	2.19718	2.00423	2.23708
XLOC_004691	28.345	26.7739	27.158	27.7872	26.7587	28.8149	24.8904	24.5065	28.467	24.0596	25.5009	25.7473
XLOC_004692	31.1999	35.8214	34.0526	36.9352	39.9532	36.794	41.5273	38.9539	38.6345	35.8259	35.8799	33.3957
XLOC_004693	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_004694	16.697	15.8469	15.4062	17.2468	17.5705	17.8511	16.7253	16.3908	16.6832	14.945	16.4706	17.2236
XLOC_004695	0	0	2.45401	0.420479	0	0	0.929748	0.471631	0	0.531932	0	0.875765
XLOC_004696	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_004697	0	0	0.202043	0	0	0.0894389	0.344465	0.232981	0.192251	0.0964434	0.35501	0.317566
XLOC_004698	207.854	158.54	179.215	172.173	175.701	172.033	188.645	169.398	152.552	158.114	180.873	164.016
XLOC_004699	0.285332	0.132314	0.188324	0	0.211964	0.25011	0.107025	0.76588	0.537628	0.269698	0.551539	0.148002
XLOC_004700	35.6942	36.7895	36.3575	38.7402	35.95	38.1969	38.3336	38.2339	39.6158	39.9301	37.4792	36.9601
XLOC_004701	14.0189	16.4432	13.1537	15.8685	16.9637	17.2531	16.5896	14.942	15.3891	13.8508	15.508	14.1786
XLOC_004702	0	0	0	0	0	0.0888839	0	0.231536	0	0	0	0.157798
XLOC_004703	52.7304	48.7307	43.8768	47.256	47.7204	44.5739	51.804	48.3691	42.6437	45.9171	51.185	46.6516
XLOC_004704	0.271535	0.201474	0.358449	0.331657	0.321138	0.158676	0.203708	0.248002	0.204646	0.068441	0.125966	0.169021
XLOC_004705	17.9902	20.835	21.6348	20.1648	20.1308	23.5851	17.9834	16.6677	19.9356	20.3577	20.391	22.5235
XLOC_004706	20.3983	20.1384	18.7179	18.9538	20.2939	20.7874	21.5148	19.7448	19.3507	18.2279	20.8271	21.715
XLOC_004707	0	0	0	0	0.135314	0	0	0	0	0.100933	0	0
XLOC_004708	0.447359	0.510489	0.41564	0.788814	0.316636	0.598001	0.94367	0.641898	0.352442	1.04983	1.03421	0.816646
XLOC_004709	0	0	0.565667	0	0	0	0	0	0	0	0	0
XLOC_004710	11.5737	12.4181	10.7846	10.4713	8.81853	10.7416	11.0661	8.2907	9.40678	10.7249	11.4049	10.1235
XLOC_004711	0	0.235119	0	0	0	0	0	0	0	0	0	0
XLOC_004712	0	0	0	0	0	0.133934	0	0	0	0	0	0
XLOC_004713	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_004714	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_004715	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_004716	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_004717	0.338942	0.104787	0.298288	0.306659	0.190885	0.264088	0.339036	0.343964	0.141916	0.355963	0	0.117211
XLOC_004718	0	0.230359	0	0	0	0	0	0	0	0	0	0
XLOC_004719	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_004720	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_004721	0	0	0	0	0	0	0	0	0	0	0.324882	0
XLOC_004722	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_004723	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_004724	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_004725	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_004726	0.251426	0	0	0.170609	0.212397	0.146925	0.377244	0	0	0	0.388792	0.260839
XLOC_004727	0	0	0	0	0.217751	0	0	0	0	0	0.199297	0
XLOC_004728	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_004729	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_004730	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_004731	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_004732	0	0.0464866	0	0	0.0846822	0	0	0	0.132938	0	0	0
XLOC_004733	36.1474	33.5866	36.4263	32.3782	36.6821	32.3264	34.3954	32.6754	33.6111	33.268	33.624	33.5228
XLOC_004734	146.604	125.266	138.155	122.117	125.927	122.11	131.42	127.438	115.679	116.771	131.144	125.003
XLOC_004735	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_004736	0	0	0.40688	0.209149	0.126933	0	0.115592	0.117272	0.484013	0.194228	0.476667	0.142489
XLOC_004737	32.2017	30.9404	23.4397	25.854	26.3243	25.8364	28.7212	27.9156	29.626	25.4378	32.1452	34.1092
XLOC_004738	8.26433	9.81702	7.20641	8.96714	8.21474	8.84044	9.72229	10.383	8.13328	9.5587	8.83053	7.60757
XLOC_004739	120.215	108.591	98.7311	112.396	125.04	98.1659	130.138	115.34	96.8972	115.23	119.59	110.903
XLOC_004740	33.8399	43.3814	32.3152	44.5617	49.0723	44.0286	45.0057	50.9549	44.2003	46.2684	46.2732	46.0095
XLOC_004741	2.06112	3.82327	2.40075	2.87947	3.27749	2.76314	1.63722	2.95292	3.35044	3.20873	2.53101	3.27031
XLOC_004742	26.5802	22.6941	24.723	23.6528	25.385	23.0824	26.7602	23.6933	21.7341	24.9081	30.0122	23.1349
XLOC_004743	0.0647139	0.120041	0.256283	0.307387	0	0.11345	0.194195	0.147764	0.0812874	0	0.150105	0
XLOC_004744	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_004745	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_004746	0	0	0.291661	0	0	0	0	0	0	0	0	0
XLOC_004747	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_004748	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_004749	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_004750	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_004751	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_004752	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_004753	3.93213	5.01571	4.32562	5.633	4.79804	5.06627	5.71117	5.09518	4.20548	4.6687	5.28373	4.87255
XLOC_004754	0.0994263	0	0	0	0	0	0	0	0	0	0	0
XLOC_004755	0	1.30747	0	0	0	0.183063	0	0.119216	0.0983744	0.0987	0	0
XLOC_004756	0	0	0.101274	0.0520579	0	0.0448312	0	0	0	0	0.0593163	0
XLOC_004757	1.62234	1.42109	1.42775	1.77361	2.05576	1.47473	1.08186	0.960389	1.24534	1.8174	1.60279	0.748037
XLOC_004758	0	0	0	0	0	0	0.0320504	0.0325163	0.0268317	0.0269205	0	0
XLOC_004759	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_004760	21.7657	18.6128	17.3292	17.9946	18.132	19.3322	17.7438	22.1073	19.5929	19.1348	20.4452	21.4848
XLOC_004761	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_004762	20.2986	19.2612	17.7607	20.2632	18.3752	21.395	17.6548	18.4466	20.6686	17.8716	21.1312	22.1771
XLOC_004763	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_004764	31.615	25.6569	27.3262	32.9454	31.6355	29.3616	31.2003	31.0808	26.7109	33.4398	34.7744	27.3322
XLOC_004765	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_004766	4.9961	10.2694	5.70401	12.3695	5.47529	12.9407	6.07802	15.5187	6.61484	17.5278	6.15968	17.2304
XLOC_004767	0	0	0	0	0	0	0	0	0	0.0862166	0.104774	0
XLOC_004768	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_004769	1.22425	0.946222	0.269353	0.599975	0.459649	0.914137	0.816396	0.621197	1.11063	0.557151	1.10432	0.705605
XLOC_004770	73.8425	66.649	64.3788	62.7358	66.2375	61.9823	66.4508	61.2521	60.6093	66.0221	67.8854	66.1484
XLOC_004771	0.527957	0	0.696947	0.391904	0.535201	0.676668	0.288855	0.65937	0.725463	0.332682	0.818669	0.766812
XLOC_004772	9.39464	9.468	9.27687	9.63759	9.1236	9.63974	7.65838	9.68397	9.01309	11.5134	9.49428	11.6649
XLOC_004773	0.607596	0.409841	0.364581	0.487255	0.699924	0.677838	0.745893	0.54653	0.589749	0.730924	0.72602	0.515736
XLOC_004774	82.0497	74.7013	76.0118	73.3322	73.1698	75.7412	74.3906	71.0522	71.8545	71.7292	77.0106	71.6933
XLOC_004775	18.3858	13.7875	15.2847	17.895	17.6482	13.0537	17.8715	15.8607	14.5945	16.1714	15.3651	14.0844
XLOC_004776	40.7498	36.7753	34.6587	35.5446	35.2902	38.6785	35.08	33.0436	35.9904	33.1892	34.565	40.5738
XLOC_004777	1.07881	0.657523	1.17998	0.955771	0.963427	1.06271	1.00527	0.95504	0.754873	1.31104	0.850329	0.735466
XLOC_004778	0	0	0	0.170609	0.424793	0	0.188622	0	0.157909	0	0.194396	0
XLOC_004779	343.123	342.147	316.831	384.834	349.182	362.578	411.461	386.996	323.807	364.088	371.136	409.456
XLOC_004780	54.5242	44.4562	49.6171	44.4037	50.0431	43.5967	49.7142	39.9374	44.7448	35.4577	45.7345	37.5443
XLOC_004781	0	0	0	0	0	0	225.716	0	0	0	0	0
XLOC_004782	56.87	43.6144	55.8079	49.2002	51.76	40.0012	51.6143	47.8685	48.0111	47.5861	49.0749	51.3088
XLOC_004783	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_004784	6.44883	8.6569	5.48884	7.08211	6.45135	6.74362	7.19344	7.75	6.7063	7.9668	6.03577	7.74662
XLOC_004785	1152.21	1087.63	1005.48	1086.57	1064.66	1087.56	1112.12	1161.49	999.823	1129.74	1071.06	1132.39
XLOC_004786	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_004787	86.7541	86.5643	93.6904	79.2208	90.2753	87.4624	83.3371	82.5119	88.1287	84.8886	82.5748	79.8243
XLOC_004788	1774.09	1592.84	1552.08	1585.98	1707.2	1626.07	1862.22	1742.91	1552.76	1691.78	1818.63	1714.85
XLOC_004789	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_004790	12.8453	10.807	13.3431	16.0515	12.0373	14.2334	13.4808	15.8672	13.6663	15.0827	14.8161	16.0934
XLOC_004791	51.6486	46.4133	51.2202	52.0036	51.5541	50.1526	48.9159	48.9424	48.5763	46.2274	48.8737	49.1171
XLOC_004792	18.5815	18.2394	17.4765	17.1811	19.0701	18.4276	17.8064	18.3802	19.6539	18.572	15.981	18.2112
XLOC_004793	15.4702	13.4895	14.418	16.2393	15.2366	14.1214	16.2265	16.0218	14.4423	15.2938	17.9523	17.366
XLOC_004794	159.987	169.656	156.532	169.083	160.231	172.798	166.364	180.771	159.437	172.827	164.231	171.873
XLOC_004795	13.0822	9.52942	11.6707	10.0526	11.1019	9.91375	12.9962	9.95699	12.981	10.2761	9.79149	8.49021
XLOC_004796	175.083	148.152	138.549	136.866	158.418	129.103	155.019	166.392	133.836	145.124	174.367	163.916
XLOC_004797	128.396	116.158	119.267	136.442	137.703	142.041	139.995	143.4	125.395	148.263	138.136	163.013
